timestamp,mid_price,spread_abs,spread_pct,spread_bps,obi_depth_1,obi_depth_5,obi_depth_10,obi_depth_20,obi,vwap_bid,vwap_ask,vwap_mid,lwap_bid,lwap_ask,vwap_spread,vwap_mid_diff,total_bid_volume,total_ask_volume,total_volume,bid_ask_volume_ratio,top_bid_concentration,top_ask_concentration,volume_log_ratio,bid_depth_pct,ask_depth_pct,depth_asymmetry,bid_vol_top5_ratio,ask_vol_top5_ratio,mid_price_return,mid_return_mean_5,mid_return_std_5,mid_price_sma_5,mid_price_sma_ratio_5,obi_mean_5,obi_std_5,spread_pct_mean_5,volume_ratio_mean_5,vwap_mid_diff_mean_5,mid_return_mean_10,mid_return_std_10,mid_price_sma_10,mid_price_sma_ratio_10,obi_mean_10,obi_std_10,spread_pct_mean_10,volume_ratio_mean_10,vwap_mid_diff_mean_10,mid_return_mean_20,mid_return_std_20,mid_price_sma_20,mid_price_sma_ratio_20,obi_mean_20,obi_std_20,spread_pct_mean_20,volume_ratio_mean_20,vwap_mid_diff_mean_20,mid_return_mean_50,mid_return_std_50,mid_price_sma_50,mid_price_sma_ratio_50,obi_mean_50,obi_std_50,spread_pct_mean_50,volume_ratio_mean_50,vwap_mid_diff_mean_50,target,future_mid_price,price_change_pct
2026-03-17 04:00:49.780472+00:00,74547.025,0.00999999999476131,1.341435153818856e-05,0.001341435153818856,-0.08040932808285822,-0.07945257307614524,-0.07460076932043357,-0.07138933645818069,-0.07138933645818069,74546.89771273272,74547.25260013099,74547.07515643185,74545.89020045481,74549.01111104398,0.3548873982654186,6.728160091526462e-05,1.5215100000000004,1.7554500000000002,3.2769600000000008,0.8667350252072119,0.9255016398183382,0.9424478054060211,-0.14302197151207077,0.005446227092642565,0.008209582595034763,-0.0027633555023921976,0.9274930825298552,0.9426585775727022,0.0,6.841436299832008e-06,0.00014006936471805173,74552.409,0.9999277823470466,-0.09505040676645991,0.29759918910020494,1.3413382897941586e-05,0.9956987862721096,0.00035299854312375564,-1.2340441957753555e-05,0.00010028507439298269,74551.426,0.9999409669239592,-0.1965607636985734,0.4093910526932906,1.3413559725008301e-05,0.9037203608019769,0.0005696387771905934,1.6790879979771773e-05,0.0001459119905486337,74553.898,0.9999078116613029,-0.21765840319276605,0.4373208117754582,1.341311512520052e-05,1.0172664762314043,0.00026688061292209767,9.274149702047304e-06,0.0001292743405846215,74515.9,1.0004176960890225,-0.10346760716184342,0.4548702617946405,1.3419957677198724e-05,1.702164679352896,0.0005426710018136846,1,74593.32500000001,0.06210844765437315
2026-03-17 04:00:51.046537+00:00,74547.025,0.00999999999476131,1.341435153818856e-05,0.001341435153818856,-0.11162609433936004,-0.11073650550901949,-0.07461442267611502,-0.1095579756566304,-0.1095579756566304,74546.88474344954,74547.33291526654,74547.10882935804,74545.89020045481,74548.92290251986,0.4481718169990927,0.00011245164786318089,1.38998,1.7320200000000001,3.122,0.8025196013902841,0.9183873149253946,0.9222410826664819,-0.21999899886780783,0.005446227092642565,0.00721692064728086,-0.0017706935546382948,0.9203369832659463,0.9225355365411485,0.0,-3.610817466287082e-05,8.074033308961461e-05,74549.71699999999,0.9999638898696289,-0.19876628894345238,0.10793312280843138,1.3413867218065072e-05,0.6793592068971039,0.00033969389808934157,-6.586229711829877e-06,9.904648197010993e-05,74550.935,0.9999475526363284,-0.11169181646202146,0.30980007966226425,1.3413648070147646e-05,0.9818401822258487,0.0006348822134154342,1.0504540636373585e-05,0.00014366269180665818,74554.681,0.9998973102708333,-0.2584029104682353,0.3811555948944259,1.3412974198796524e-05,0.7680272804348259,0.0002944296577577892,9.274149702047304e-06,0.0001292743405846215,74516.5912,1.0004084164279377,-0.10884840302537996,0.4532847877761152,1.3419833241645786e-05,1.6906253810756247,0.0005382040653451523,1,74595.995,0.06569007951692393
2026-03-17 04:00:52.313883+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,-0.4030040459737191,-0.41724315593865957,-0.4600566602580236,-0.49859398224400414,-0.49859398224400414,74541.68461723349,74544.3229168867,74543.00376706009,74541.25277965289,74544.66418668079,2.63829965320474,0.0006691042380212108,1.2481500000000005,3.7304500000000003,4.978600000000001,0.3345842994812959,0.8015142410767934,0.6302376388907504,-1.0948664147781142,0.006036824630244492,0.009055235730591846,-0.003018411100347354,0.8065216520450267,0.6562639895991101,-6.063470723098479e-05,-4.8235116109067776e-05,7.848318693806429e-05,74546.121,0.9999514931165903,-0.24194757661614016,0.17329814382378167,1.3414514218176178e-05,0.6344308306652688,0.0003817258754943486,-1.2649700434928357e-05,0.00010044459669341251,74549.992,0.9998995707471036,-0.20137761003251797,0.27345277616966196,1.3413817755280802e-05,0.7829269665823182,0.0007793230919554948,-5.02372688518166e-06,0.00013279461852591255,74554.3065,0.9998417059918597,-0.27955836202896506,0.3822092201460176,1.3413041589535708e-05,0.7417751850667197,0.0003608882153301428,8.06145555742761e-06,0.0001296469781805785,74517.192,1.0003396934226938,-0.11430141667780838,0.4563518038828477,1.3419725074091608e-05,1.6846891306734824,0.0005033108932099161,1,74595.995,0.07175771729161863
2026-03-17 04:00:53.580454+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,-0.5972327367111879,-0.40445911621582326,-0.4054339794236344,-0.458070684215558,-0.458070684215558,74541.70020856366,74543.69475599308,74542.69748227837,74541.52079301867,74543.66146153117,1.9945474294218002,0.0002582181513247366,1.2753900000000005,3.4314600000000004,4.706850000000001,0.3716756132957984,0.46720610950375946,0.6886310783165183,-0.989733812397857,0.006399034108064627,0.006761242678852844,-0.0003622085707882172,0.8189965422341402,0.7178664475179661,0.0,-1.212694144619697e-05,2.7116665432855834e-05,74545.21699999999,0.9999636193962654,-0.26907682201447825,0.1979151814273828,1.34146768981638e-05,0.6062912086878163,0.0003446817113163563,-1.2649700434928357e-05,0.00010044459669341251,74549.049,0.9999122188668028,-0.2455913443371335,0.2758705416237096,1.341398744041396e-05,0.7232312181894438,0.0006859237134132867,-1.8435745032394074e-05,0.00011625926876581929,74552.932,0.9998601396387737,-0.29199789347987526,0.3838466416103181,1.341328886250666e-05,0.7276651351583426,0.0003645347471191699,8.06145555742761e-06,0.0001296469781805785,74517.7928,1.0003316281799481,-0.12116298841134059,0.45893430792145706,1.341961690653743e-05,1.6762479492188873,0.0004696832259655632,1,74588.545,0.06176341940748247
2026-03-17 04:00:54.849620+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,0.1387465815675678,0.28254504942157976,-0.1257205261326956,-0.09403753739780582,-0.09403753739780582,74541.91159326847,74544.05953302591,74542.98556314719,74541.57203397852,74543.58877994376,2.1479397574439645,0.0006446833886018357,2.28775,2.7626800000000005,5.05043,0.8280908393299259,0.6106523877171893,0.3824510982089854,-0.1886324212788471,0.00599657913271109,0.008344232036191382,-0.002347652903480292,0.8655097803518741,0.40093315186702766,0.0,-1.212694144619697e-05,2.7116665432855834e-05,74544.313,0.9999757459700516,-0.2463299031944358,0.21270581248434708,1.3414839578151417e-05,0.640721075740904,0.0003503478053452457,-1.2649700434928357e-05,0.00010044459669341251,74548.106,0.999924867306488,-0.20846295408445803,0.2678812069815905,1.3414157125547115e-05,0.7695514782024802,0.00065435181352143,-1.8435745032394074e-05,0.00011625926876581929,74551.55750000001,0.9998785739654064,-0.28175586872567615,0.3863778915218829,1.3413536135477609e-05,0.7420801542449051,0.00041896891203310245,8.06145555742761e-06,0.0001296469781805785,74518.3936,1.0003235630672533,-0.12043312668220928,0.4589481241631694,1.3419508738983252e-05,1.6774281503676658,0.0004731982477040736,1,74585.765,0.058034003552731105
2026-03-17 04:00:56.117682+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,0.1412944452909957,0.12396336259060627,-0.2299708627500511,-0.24281764966721758,-0.24281764966721758,74542.47593081184,74543.8661965666,74543.17106368922,74541.77366034282,74543.61770845515,1.3902657547587296,0.0008935354254854994,1.7844100000000003,2.9288800000000004,4.713290000000001,0.60924653792576,0.9863820534518412,0.45215235858075437,-0.4955322690112108,0.005634369654890954,0.008357647200249197,-0.0027232775453582426,0.9888982913119742,0.46958564365900957,0.0,-1.212694144619697e-05,2.7116665432855834e-05,74543.40900000001,0.9999878728379593,-0.2806155658362432,0.19006949477717555,1.3415002258139039e-05,0.5892233782846137,0.0005155985702592926,-2.6427525731824667e-06,9.563731273970789e-05,74547.909,0.9999275097038605,-0.18783298630135156,0.2549189046307531,1.341419257804031e-05,0.792461082278361,0.0004342985566915242,-1.8435745032394074e-05,0.00011625926876581929,74550.18299999999,0.9998970089717958,-0.2791750220597499,0.38646112664855353,1.3413783408448561e-05,0.7452886737148341,0.00048540303766352624,1.0863867595902423e-05,0.00012788092339592258,74519.2032,1.0003126952382657,-0.10736587344104931,0.4455148884104267,1.341936295881776e-05,1.688518040874652,0.0004965754937190311,1,74581.58499999999,0.05242646460564639
2026-03-17 04:00:57.386295+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,0.2111762473378312,0.21508972194146106,-0.09099398174343472,-0.07496499688861248,-0.07496499688861248,74542.17179810381,74543.78666368785,74542.97923089583,74541.82669696314,74543.61770845515,1.6148655840370338,0.0006361885689553687,2.3784499999999995,2.7639500000000004,5.1424,0.8605256969192638,0.8117597595072423,0.45495034280649066,-0.1502118009998273,0.0039708890901249665,0.008357647200249197,-0.00438675811012423,0.8516765120141268,0.473423904195083,0.0,-1.212694144619697e-05,2.7116665432855834e-05,74542.505,1.0,-0.2736969700826396,0.19830391693926652,1.3415164938126656e-05,0.6008245973904095,0.0006203459544777302,-2.4117558054533878e-05,5.817121146806275e-05,74546.111,0.9999516272552434,-0.23623162951304605,0.155610813438348,1.3414516078095866e-05,0.640091902143756,0.000480019926283536,-7.149771699049443e-06,0.00010553971700986589,74549.65,0.9999041578330684,-0.24513027502710738,0.3719779404552438,1.3413879316957774e-05,0.7813628077303507,0.00040792964379749683,1.4670837839667536e-05,0.00012455880904133472,74520.2964,1.0002980208221501,-0.09735350867784637,0.440373269792874,1.3419166074515171e-05,1.7003411305816787,0.000485233122916695,1,74581.58499999999,0.05242646460564639
2026-03-17 04:00:58.653905+00:00,74542.505,0.00999999999476131,1.3415164938126656e-05,0.0013415164938126657,0.22598662710021986,0.20656566348406188,-0.08756371645240146,-0.07277771849322391,-0.07277771849322391,74542.05304452135,74543.85975564124,74542.9564000813,74541.7124127634,74543.61770845515,1.8067111198906787,0.000605560654679336,2.25914,2.6137800000000007,4.872920000000001,0.8643191087237638,0.7763042573722744,0.42361254581487334,-0.14581323956621436,0.00382332226582932,0.008357647200249197,-0.004534324934419877,0.7797701780323486,0.4432010345170595,0.0,0.0,0.0,74542.505,1.0,-0.18853371733248356,0.16645101034465765,1.3415164938126656e-05,0.7067715592389031,0.0006076372378093553,-2.4117558054533878e-05,5.817121146806275e-05,74544.313,0.9999757459700516,-0.21524064697431192,0.162646632270029,1.3414839578151417e-05,0.6706011949520854,0.000494681556651852,-2.56650983018053e-18,0.00010057955636983483,74549.65,0.9999041578330684,-0.211011166602753,0.35357401540348593,1.3413879316957774e-05,0.8176038968071861,0.0004913259210003411,1.4670837839667536e-05,0.00012455880904133472,74521.3896,1.0002833468365706,-0.08642494408860303,0.4338909047858787,1.3418969190212582e-05,1.7129240461894029,0.0004961316708950003,1,74585.025,0.05704128134678265
2026-03-17 04:00:59.925259+00:00,74542.495,0.00999999999476131,1.3415166737793404e-05,0.0013415166737793403,-0.6211289311308648,-0.700584902630915,-0.7861415978424664,-0.7845929423748318,-0.7845929423748318,74542.36208765711,74543.44970536215,74542.90589650962,74541.49461648334,74543.92647740265,1.087617705037701,0.000551224519146902,0.6851699999999998,5.6764600000000005,6.36163,0.12070374846295046,0.9436636163287945,0.48737593500174403,-2.1144160953298075,0.005661200746045864,0.008371063487279388,-0.0027098627412335246,0.9525811112570602,0.6530513735673289,-1.3415165856509385e-07,-2.683033171302961e-08,5.999444556917835e-08,74542.503,0.9999998926786775,-0.2538381689643383,0.30501509044877606,1.3415165298060006e-05,0.6565771862723335,0.0006662385113737884,-6.076885888954986e-06,1.9169710762846872e-05,74543.86,0.9999816886327055,-0.26145749548940833,0.24253271008042349,1.3414921098111901e-05,0.6314341974800741,0.0005054601113450724,-1.458016023425317e-05,7.362882863136331e-05,74548.563,0.9999186033941392,-0.20794952405487144,0.34800907981866136,1.3414074882747248e-05,0.8194627906921121,0.0006665207745455532,1.4668154806496234e-05,0.00012455913294915188,74522.4826,1.00026854177829,-0.09012823954370433,0.43911750717109665,1.3418772341903327e-05,1.7103291831145677,0.0005058643699120648,1,74598.995,0.07579569210823973
2026-03-17 04:01:01.191238+00:00,74542.495,0.00999999999476131,1.3415166737793404e-05,0.0013415166737793403,0.05914090726615821,-0.22273878479469084,-0.49079220288094616,-0.4182749670409479,-0.4182749670409479,74541.84977626079,74543.73430702246,74542.79204164163,74541.56470000256,74543.94785525209,1.8845307616720675,0.0003984863152696827,1.6260000000000001,3.964270000000001,5.590270000000001,0.4101637880366372,0.8112915129151291,0.2956004510288148,-0.8911987160396909,0.004789214849151115,0.009283294764729187,-0.004494079915578072,0.815369003690037,0.5261119953989006,0.0,-2.683033171302961e-08,5.999444556917835e-08,74542.501,0.9999999195090059,-0.31868565489296674,0.2969065754417569,1.3415165657993356e-05,0.5729917760136758,0.0006169990967073577,-6.076885888954986e-06,1.9169710762846872e-05,74543.40699999999,0.9999877655176131,-0.2825077790437013,0.24645880787902724,1.3415002618072388e-05,0.6068564258772892,0.0004836734510263018,-9.20866392335427e-06,7.034401417835615e-05,74547.8765,0.9999278114917196,-0.221438747745341,0.35080046102065726,1.3414198407133917e-05,0.8029001679371749,0.0005275064513694868,1.4668154806496234e-05,0.00012455913294915188,74523.57560000001,1.000253871340011,-0.09439640841385084,0.4412873007367021,1.3418575493594073e-05,1.7053337607467405,0.0005051647858963948,1,74609.445,0.0898145413565935
